id	label_en	synonym_en	label_ja	synonym_ja
NANDO:2200341	[Shoman] Resistance to thyroid hormone	Syndrome of Resistance to Thyroid Hormone|RTH	[小慢] 甲状腺ホルモン不応症	
NANDO:2200342	[Shoman] Adenomatous goiter	Adenomatous goitre	[小慢] 腺腫様甲状腺腫	
NANDO:2200343	[Shoman] Hyperparathyroidism		[小慢] 副甲状腺機能亢進症	
NANDO:2200344	[Shoman] Parathyroid gland defect		[小慢] 副甲状腺欠損症	
NANDO:2200345	[Shoman] Hypoparathyroidism		[小慢] 副甲状腺機能低下症	
NANDO:2200346	[Shoman] Autoimmune polyendocrinopathy type 1		[小慢] 自己免疫性多内分泌腺症候群1型	
NANDO:2200347	[Shoman] Autoimmune polyendocrinopathy type 2		[小慢] 自己免疫性多内分泌腺症候群2型	
NANDO:2200348	[Shoman] Pseudopseudohypoparathyroidism		[小慢] 偽性偽性副甲状腺機能低下症	
NANDO:2200349	[Shoman] Pseudohypoparathyroidism		[小慢] 偽性副甲状腺機能低下症	
NANDO:2200350	[Shoman] Cushing disease	Cushing's Disease	[小慢] クッシング病	Cushing病
NANDO:2200351	[Shoman] Ectopic ACTH syndrome		[小慢] 異所性副腎皮質刺激ホルモン産生症候群	異所性ACTH産生症候群
NANDO:2200352	[Shoman] Adrenal adenoma		[小慢] 副腎腺腫	
NANDO:2200353	[Shoman] ACTH-independent macronodular adrenal hyperplasia		[小慢] 副腎皮質結節性過形成	
NANDO:2200354	[Shoman] Other Cushing syndrome		[小慢] 33から36までに掲げるもののほか、クッシング症候群	
NANDO:2200355	[Shoman] Isolated ACTH deficiency		[小慢] 副腎皮質刺激ホルモン単独欠損症	ACTH単独欠損症
NANDO:2200356	[Shoman] ACTH unresponsiveness	Adrenocorticotropin unresponsiveness|Adrenocorticotropic hormone unresponsiveness|Adrenocorticotropic hormone insensitivity	[小慢] 副腎皮質刺激ホルモン不応症	ACTH不応症
NANDO:2200357	[Shoman] Congenital adrenal hypoplasia		[小慢] 先天性副腎低形成症	
NANDO:2200358	[Shoman] Glucocorticoid resistance		[小慢] グルココルチコイド抵抗症	
NANDO:2200359	[Shoman] Other chronic adrenal insufficiency	Addison disease	[小慢] 38から41までに掲げるもののほか、慢性副腎皮質機能低下症	
NANDO:2200360	[Shoman] Addison's disease	Addison disease	[小慢] アジソン病	Addison病
NANDO:2200361	[Shoman] Aldosteronism		[小慢] アルドステロン症	
NANDO:2200362	[Shoman] Apparent mineralocorticoid excess syndrome	AME syndrome	[小慢] 見かけの鉱質コルチコイド過剰症候群	AME症候群
NANDO:2200363	[Shoman] Liddle syndrome		[小慢] リドル症候群	Liddle症候群
NANDO:2200364	[Shoman] Hyporeninemic hypoaldosteronism	Hyporeninaemic hypoaldosteronism	[小慢] 低レニン性低アルドステロン症	
NANDO:2200365	[Shoman] Aldosterone synthase deficiency		[小慢] アルドステロン合成酵素欠損症	
NANDO:2200366	[Shoman] other hypoaldosteronism		[小慢] 46及び47に掲げるもののほか、低アルドステロン症	
NANDO:2200367	[Shoman] Pseudohypoaldosteronism		[小慢] 偽性低アルドステロン症	
NANDO:2200368	[Shoman] Pseudohypoaldosteronism type I		[小慢] 偽性低アルドステロン症I型	
NANDO:2200369	[Shoman] Pseudohypoaldosteronism type II	Gordon syndrome	[小慢] 偽性低アルドステロン症II型	Gordon 症候群 
NANDO:2200370	[Shoman] Congenital lipoid adrenal hyperplasia		[小慢] リポイド副腎過形成症	先天性リポイド過形成症
NANDO:2200371	[Shoman] 3 beta-hydroxysteroid dehydrogenase deficiency	3β-hydroxysteroid dehydrogenase deficiency	[小慢] 3β-ヒドロキシステロイド脱水素酵素欠損症	
NANDO:2200372	[Shoman] 11-β-Hydroxylase deficiency	11-beta-hydroxylase deficiency	[小慢] 11β-水酸化酵素欠損症	
NANDO:2200373	[Shoman] 17 alpha-hydroxylase deficiency	17-α-Hydroxylase deficiency	[小慢] 17α-水酸化酵素欠損症	
NANDO:2200374	[Shoman] 21-Hydroxylase deficiency		[小慢] 21-水酸化酵素欠損症	
NANDO:2200375	[Shoman] P450 oxidoreductase deficiency	PORD	[小慢] P450酸化還元酵素欠損症	P450オキシドレダクターゼ欠損症|POR欠損症
NANDO:2200376	[Shoman] Other congenital adrenal hyperplasia		[小慢] 50から55までに掲げるもののほか、先天性副腎過形成症	
NANDO:2200377	[Shoman] Gonadotropin-dependent precocious puberty		[小慢] ゴナドトロピン依存性思春期早発症	
NANDO:2200378	[Shoman] Non-gonadotropin-dependent precocious puberty		[小慢] ゴナドトロピン非依存性思春期早発症	
NANDO:2200379	[Shoman] Hyperestrogenism		[小慢] エストロゲン過剰症	
NANDO:2200380	[Shoman] Hyperandrogenism		[小慢] アンドロゲン過剰症	
NANDO:2200381	[Shoman] Kallmann syndrome		[小慢] カルマン症候群	Kallmann症候群
NANDO:2200382	[Shoman] Hypogonadotropic hypogonadism		[小慢] 低ゴナドトロピン性性腺機能低下症	ゴナドトロピン分泌低下症
NANDO:2200383	[Shoman] Testicular dysgenesis		[小慢] 精巣形成不全	
NANDO:2200384	[Shoman] Ovarian dysgenesis		[小慢] 卵巣形成不全	
NANDO:2200385	[Shoman] Hypergonadotropic hypogonadism of other etiologies		[小慢] 63及び64に掲げるもののほか、高ゴナドトロピン性性腺機能低下症	
NANDO:2200386	[Shoman] Klinefelter syndrome		[小慢] Klinefelter症候群	クラインフェルター症候群
NANDO:2200387	[Shoman] Ovotesticular dsd	Ovotesticular disorder of sex development	[小慢] 卵精巣性性分化疾患	
NANDO:2200388	[Shoman] Mixed gonadal dysgenesis		[小慢] 混合性性腺異形成症	
NANDO:2200389	[Shoman] 5 alpha-reductase deficiency		[小慢] 5α-還元酵素欠損症	
NANDO:2200390	[Shoman] 17 beta-hydroxysteroid dehydrogenase deficiency		[小慢] 17β-ヒドロキシステロイド脱水素酵素欠損症	
NANDO:2200391	[Shoman] Androgen insensitivity syndrome		[小慢] アンドロゲン不応症	
NANDO:2200392	[Shoman] Other disorders of sex development of 46,XY		[小慢] 68から70までに掲げるもののほか、46,XY性分化疾患	
NANDO:2200393	[Shoman] Disorders of sex development of 46,XX	46,XY DSD	[小慢] 46,XX性分化疾患	
NANDO:2200394	[Shoman] Vipoma		[小慢] VIP産生腫瘍	
NANDO:2200395	[Shoman] Gastrinoma		[小慢] ガストリノーマ	
NANDO:2200396	[Shoman] Carcinoid syndrome		[小慢] カルチノイド症候群	
NANDO:2200397	[Shoman] Glucagonoma		[小慢] グルカゴノーマ	
NANDO:2200398	[Shoman] Insulinoma		[小慢] インスリノーマ	
NANDO:2200399	[Shoman] Congenital hyperinsulinemia	Congenital hyperinsulinaemia	[小慢] 先天性高インスリン血症	
NANDO:2200400	[Shoman] Other hyperinsulinemic hypoglycemia	Other hyperinsulinaemic hypoglycaemia	[小慢] 77及び78に掲げるもののほか、高インスリン血性低血糖症	
NANDO:2200401	[Shoman] Vitamin D-dependent rickets		[小慢] ビタミンD依存性くる病	
NANDO:2200402	[Shoman] Vitamin D-resistant osteomalacia		[小慢] ビタミンD抵抗性骨軟化症	
NANDO:2200403	[Shoman] Primary hypophosphatemic rickets	Primary hypophosphataemic rickets	[小慢] 原発性低リン血症性くる病	
NANDO:2200404	[Shoman] Lipodystrophy		[小慢] 脂肪萎縮症	脂肪異栄養症
NANDO:2200405	[Shoman] Multiple endocrine neoplasia type 1	MEN1|Wermer syndrome	[小慢] 多発性内分泌腫瘍1型	Wermer症候群|ウェルマー症候群
NANDO:2200406	[Shoman] Multiple endocrine neoplasia type 2	MEN 2|Sipple syndrome	[小慢] 多発性内分泌腫瘍2型	Sipple症候群|シップル症候群
NANDO:2200407	[Shoman] Other multiple endocrine neoplasia		[小慢] 84及び85に掲げるもののほか、多発性内分泌腫瘍	
NANDO:2200408	[Shoman] obsolete Von Hippel-Lindau disease		[小慢] obsolete Von Hippel-Lindau病	
NANDO:2200409	[Shoman] Polycystic ovary syndrome		[小慢] 多嚢胞性卵巣症候群	
NANDO:2200410	[Shoman] Turner syndrome		[小慢] ターナー症候群	Turner症候群
NANDO:2200411	[Shoman] Prader-Willi syndrome		[小慢] プラダー・ウィリ症候群	Prader-Willi症候群
NANDO:2200412	[Shoman] McCune-Albright syndrome		[小慢] マッキューン・オルブライト症候群	McCune-Albright症候群
NANDO:2200413	[Shoman] Noonan syndrome		[小慢] ヌーナン症候群	Noonan症候群
NANDO:2200414	[Shoman] Bardet-Biedl syndrome		[小慢] バルデー・ビードル症候群	Bardet-Biedl症候群
NANDO:2200415	[Shoman] Juvenile idiopathic arthritis	JIA	[小慢] 若年性特発性関節炎	
NANDO:2200416	[Shoman] Systemic lupus erythematosus	SLE	[小慢] 全身性エリテマトーデス	
NANDO:2200417	[Shoman] Juvenile dermatomyositis, polymyositis	PM/DM	[小慢] 皮膚筋炎／多発性筋炎	
NANDO:2200418	[Shoman] Juvenile dermatomyositis	JDM	[小慢] 若年性皮膚筋炎	
NANDO:2200419	[Shoman] Juvenile polymyositis	JPM	[小慢] 若年性多発性筋炎	
NANDO:2200420	[Shoman] Sjogren's syndrome	Sjögren's syndrome	[小慢] シェーグレン症候群	Sjogren症候群
NANDO:2200421	[Shoman] Anti-phospholipid antibody syndrome		[小慢] 抗リン脂質抗体症候群	
NANDO:2200422	[Shoman] Behcet's disease	Behçet disease	[小慢] ベーチェット病	Behçet病
NANDO:2200423	[Shoman] Takayasu arteritis	Aortitis syndrome|Takayasu's arteritis	[小慢] 高安動脈炎	大動脈炎症候群
NANDO:2200424	[Shoman] Granulomatosis with polyangiitis	GPA	[小慢] 多発血管炎性肉芽腫症	
NANDO:2200425	[Shoman] Polyangiitis nodosa	PN	[小慢] 結節性多発血管炎	結節性多発動脈炎
NANDO:2200426	[Shoman] Microscopic polyangiitis	MPA	[小慢] 顕微鏡的多発血管炎	
NANDO:2200427	[Shoman] Eosinophilic granulomatosis with polyangiitis	EGPA	[小慢] 好酸球性多発血管炎性肉芽腫症	
NANDO:2200428	[Shoman] Relapsing polychondritis	RP	[小慢] 再発性多発軟骨炎	
NANDO:2200429	[Shoman] Systemic sclerosis	SSc	[小慢] 全身性強皮症	
NANDO:2200430	[Shoman] Mixed connective tissue disease	MCTD	[小慢] 混合性結合組織病	
NANDO:2200431	[Shoman] Familial Mediterranean fever	FMF	[小慢] 家族性地中海熱	
NANDO:2200432	[Shoman] Cryopyrin-associated periodic syndrome	Cryopyrin associated periodic fever syndrome	[小慢] クリオピリン関連周期熱症候群	家族性寒冷自己炎症症候群
NANDO:2200433	[Shoman] TNF receptor-associated periodic fever syndrome	TRAPS	[小慢] TNF受容体関連周期性症候群	
NANDO:2200434	[Shoman] Blau syndrome, early onset sarcoidosis	Early onset sarcoidosis	[小慢] ブラウ症候群	Blau症候群|若年発症サルコイドーシス
NANDO:2200435	[Shoman] Nakajo-Nishimura syndrome	Autoinflammation, lipodystrophy, and dermatosis syndrome|CANDLE syndrome|Chronic atypical neutrophilic dermatosis with lipodystrophy and elevated temperature syndrome|JMP syndrome|Joint contractures, muscle atrophy, microcytic anemia, and panniculitis induced lipodystrophy	[小慢] 中條・西村症候群	関節拘縮、筋委縮、小球性貧血、脂肪異栄養症誘因性脂肪織炎|脂肪異栄養症および発熱を伴う慢性非典型的好中球性皮膚疾患症候群
NANDO:2200436	[Shoman] Hyper IgD syndrome	Mevalonate kinase deficiency|MKD|HIDS	[小慢] 高IgD症候群	メバロン酸キナーゼ欠損症
NANDO:2200437	[Shoman] Pyogenic arthritis, pyoderma gangrenosum, acne syndrome	PAPA syndrome|Pyogenic arthritis, pyoderma gangrenosum and acne syndrome|PAPA syndrome	[小慢] 化膿性無菌性関節炎・壊疽性膿皮症・アクネ症候群	PAPA症候群
NANDO:2200438	[Shoman] Chronic recurrent multifocal osteomyelitis	CRMO	[小慢] 慢性再発性多発性骨髄炎	CRMO
NANDO:2200439	[Shoman] Deficiency of the interleukin-1-receptor antagonist		[小慢] インターロイキンI受容体拮抗分子欠損症	
NANDO:2200440	[Shoman] Other autoinflammatory diseases		[小慢] 15から23までに掲げるもののほか、自己炎症性疾患	
NANDO:2200441	[Shoman] Adenosine deaminase 2 deficiency	ADA2 deficiency	[小慢] ADA2欠損症	ADA2欠損症
NANDO:2200442	[Shoman] Autoinflammation and PLCG2-associated antibody deficiency and immune dysregulation	APLAID	[小慢] 自己炎症合併フォスフォリパーゼCγ2関連抗体欠損免疫異常症	
NANDO:2200443	[Shoman] CARD14 deficiency	Caspase recruitment domain-containing protein 14 deficiency	[小慢] CARD14異常症	Caspase recruitment domain-containing protein 14異常症|CARD14欠損症
NANDO:2200444	[Shoman] Cherubism		[小慢] ケルビズム	
NANDO:2200445	[Shoman] Interleukin-10/interleukin-10 receptor deficiency	IL-10/IL-10 receptor deficiency	[小慢] IL-10/IL-10受容体遺伝子異常症	
NANDO:2200446	[Shoman] IL10 deficiency	Interleukin-10 deficiency	[小慢] IL10欠損症	
NANDO:2200447	[Shoman] IL-10RA deficiency		[小慢] IL-10RA欠損症	
NANDO:2200448	[Shoman] IL-10RB deficiency		[小慢] IL-10RB欠損症	
NANDO:2200449	[Shoman] NLRP12-associated periodic syndrome	Familial cold autoinflammatory syndrome|FCAS2	[小慢] NLRP-12関連周期性症候群	家族性寒冷自己炎症症候群2型
NANDO:2200450	[Shoman] Deficiency of the enzyme ADA2	Adenosine deaminase 2 deficiency|Deficiency of Adenosine Deaminase 2	[小慢] DADA2	
NANDO:2200451	[Shoman] PLCg2 deficiency	PLCγ2 deficiency|PLCG2-associated antibody deficiency|PLCγ2-associated antibody deficiency	[小慢] PLCG2異常症	
NANDO:2200452	[Shoman] IL36RN deficiency	Deficiency of interleukin thirty-six receptor antagonist|DITRA|Deficiency of interleukin-36 receptor antagonist	[小慢] IL36RN欠損症	
NANDO:2200453	[Shoman] Majeed syndrome	MJDS|Chronic recurrent multifocal osteomyelitis, congenital dyserythropoietic anemia, and neutrophilic dermatosis	[小慢] Majeed症候群	
NANDO:2200454	[Shoman] obsolete NLRP12-associated periodic syndrome	Familial cold autoinflammatory syndrome|FCAS2	[小慢] obsolete NLRP-12関連周期性症候群	家族性寒冷自己炎症症候群2型
NANDO:2200455	[Shoman] PLCG2-associated antibody deficiency and immune dysregulation	PLAID|Phospholipase Cγ2-associated antibody deficiency and immune dysregulation	[小慢] フォスフォリパーゼCγ2関連抗体欠損免疫異常症	
NANDO:2200456	[Shoman] RBCK1 deficiency		[小慢] RBCK1欠損症	
NANDO:2200457	[Shoman] SLC29A3 deficiency		[小慢] SLC29A3異常症	
NANDO:2200458	[Shoman] A20 haploinsufficiency	HA20	[小慢] A20ハプロ不全症	
NANDO:2200459	[Shoman] NLRC4 mutation		[小慢] NLRC４異常症	
NANDO:2200460	[Shoman] Diabetes mellitus type 1	Type 1 diabetes mellitus	[小慢] 1型糖尿病	
NANDO:2200461	[Shoman] Diabetes mellitus type 2	Type 2 Diabetes Mellitus	[小慢] 2型糖尿病	
NANDO:2200462	[Shoman] Maturity-onset diabetes of the young	MODY	[小慢] 若年発症成人型糖尿病	MODY
NANDO:2200463	[Shoman] Neonatal diabetes mellitus		[小慢] 新生児糖尿病	
NANDO:2200464	[Shoman] Insulin receptor abnormality		[小慢] インスリン受容体異常症	
NANDO:2200465	[Shoman] Lipoatrophic diabetes		[小慢] 脂肪萎縮性糖尿病	
NANDO:2200466	[Shoman] Other diabetes mellitus		[小慢] 1から6までに掲げるもののほか、糖尿病	
NANDO:2200467	[Shoman] Phenylketonuria	PKU|Hyperphenylalaninemia|HPA	[小慢] フェニルケトン尿症	高フェニルアラニン血症
NANDO:2200468	[Shoman] Tyrosinemia type 1	Tyrosinaemia type 1	[小慢] 高チロシン血症１型	
NANDO:2200469	[Shoman] Tyrosinemia type 2	Tyrosinaemia type 2	[小慢] 高チロシン血症２型	
NANDO:2200470	[Shoman] Tyrosinemia type 3	Tyrosinaemia type 3	[小慢] 高チロシン血症３型	
NANDO:2200471	[Shoman] Hyperprolinemia	Hyperprolinaemia	[小慢] 高プロリン血症	
NANDO:2200472	[Shoman] Prolidase deficiency	Hyperimidodipeptiduria	[小慢] プロリダーゼ欠損症	
NANDO:2200473	[Shoman] Maple syrup urine disease	MSUD	[小慢] メープルシロップ尿症	
NANDO:2200474	[Shoman] Homocystinuria		[小慢] ホモシスチン尿症	
NANDO:2200475	[Shoman] Hypermethioninemia	Hypermethioninaemia	[小慢] 高メチオニン血症	
NANDO:2200476	[Shoman] Nonketotic hyperglycinemia	Nonketotic hyperglycinaemia|NKH	[小慢] 非ケトーシス型高グリシン血症	
NANDO:2200477	[Shoman] N-acetylglutamate synthetase deficiency	NAGS deficiency	[小慢] N-アセチルグルタミン酸合成酵素欠損症	
NANDO:2200478	[Shoman] Carbamoylphosphate synthetase deficiency	Carbamyl phosphate synthetase deficiency	[小慢] カルバミルリン酸合成酵素欠損症	
NANDO:2200479	[Shoman] Ornithine transcarbamylase deficiency		[小慢] オルニチントランスカルバミラーゼ欠損症	
NANDO:2200480	[Shoman] Argininosuccinate synthetase deficiency	Citrullinaemia type 1|Citrullinemia Type 1|Type I citrullinaemia|CTLN1	[小慢] アルギニノコハク酸合成酵素欠損症	シトルリン血症I型|CTLN1
NANDO:2200481	[Shoman] Argininosuccinic aciduria		[小慢] アルギニノコハク酸尿症	
NANDO:2200482	[Shoman] Hyperargininemia	Hyperargininaemia	[小慢] 高アルギニン血症	
NANDO:2200483	[Shoman] Citrin deficiency		[小慢] シトリン欠損症	
NANDO:2200484	[Shoman] Hyperornithinemia	Hyperornithinaemia	[小慢] 高オルニチン血症	
NANDO:2200485	[Shoman] Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome	HHH|HHH syndrome|Hyperornithinaemia-hyperammonaemia-homocitrullinuria syndrome	[小慢] 高オルニチン血症・高アンモニア血症・ホモシトルリン尿症症候群	
NANDO:2200486	[Shoman] Gyrate atrophy of choroid and retina	GACR	[小慢] 脳回転状脈絡膜網膜萎縮症を伴う高オルニチン血症	脳回転状脈絡膜網膜萎縮症|脳回転状網脈絡膜萎縮症
NANDO:2200487	[Shoman] Hartnup disease		[小慢] ハートナップ病	Hartnup病
NANDO:2200488	[Shoman] Lysinuric protein intolerance		[小慢] リジン尿性蛋白不耐症	
NANDO:2200489	[Shoman] Cystinuria		[小慢] シスチン尿症	
NANDO:2200490	[Shoman] Other disorders of amino acid metabolism		[小慢] 1から21までに掲げるもののほか、アミノ酸代謝異常症	
NANDO:2200491	[Shoman] Methylmalonic acidemia	Methylmalonic acidaemia|MMA	[小慢] メチルマロン酸血症	
NANDO:2200492	[Shoman] Propionic acidemia	Propionic acidaemia|PA	[小慢] プロピオン酸血症	
NANDO:2200493	[Shoman] Beta-ketothiolase deficiency	β-ketothiolase deficiency	[小慢] β-ケトチオラーゼ欠損症	
NANDO:2200494	[Shoman] Isovaleric acidemia	Isovaleric acidaemia	[小慢] イソ吉草酸血症	
NANDO:2200495	[Shoman] 3-methylcrotonyl-CoA carboxylase deficiency		[小慢] 3-メチルクロトニルCoAカルボキシラーゼ欠損症	メチルクロトニルグリシン尿症
NANDO:2200496	[Shoman] Methylglutaconic aciduria		[小慢] メチルグルタコン酸尿症	
NANDO:2200497	[Shoman] 3-hydroxy-3-methylglutaric acidemia	3-hydroxy-3-methylglutaric acidaemia|HMG-CoA lyase deficiency	[小慢] 3-ヒドロキシ-3-メチルグルタル酸血症	ＨＭＧ血症
NANDO:2200498	[Shoman] 3-hydroxy-3-methylglutaryl-CoA synthase deficiency	HMG-CoA synthase deficiency	[小慢] 3-ヒドロキシ-3-メチルグルタリルCoA合成酵素欠損症	
NANDO:2200499	[Shoman] Succinyl-CoA:3-ketoacid CoA transferase deficiency	SCOT deficiency	[小慢] スクシニル-CoA：3-ケト酸CoAトランスフェラーゼ欠損症	SCOT欠損症
NANDO:2200500	[Shoman] Multiple carboxylase deficiency		[小慢] 複合カルボキシラーゼ欠損症	
NANDO:2200501	[Shoman] Glutaric acidemia type 1	Glutaric acidaemia type 1|Glutaryl-CoA dehydrogenase deficiency|GA1	[小慢] グルタル酸血症１型	
NANDO:2200502	[Shoman] Glutaric acidemia type 2	Glutaric acidaemia type 2|Multiple acyl-CoA dehydrogenase deficiency|GA2|multiple acyl-CoA dehydrogenase deficiency	[小慢] グルタル酸血症２型	
NANDO:2200503	[Shoman] Primary hyperoxaluria		[小慢] 原発性高シュウ酸尿症	
NANDO:2200504	[Shoman] Alkaptonuria		[小慢] アルカプトン尿症	
NANDO:2200505	[Shoman] Glycerol kinase deficiency	GKD	[小慢] グリセロール尿症	
NANDO:2200506	[Shoman] Inborn errors of bile acid metabolism		[小慢] 先天性胆汁酸代謝異常症	
NANDO:2200507	[Shoman] Other disorders of organic acid metabolism		[小慢] 23から38までに掲げるもののほか、有機酸代謝異常症	
NANDO:2200508	[Shoman] Organic cation transporter 2 deficiency	OCTN2 deficiency|Carnitine uptake defect	[小慢] 全身性カルニチン欠損症	
NANDO:2200509	[Shoman] Carnitine palmitoyltransferase I deficiency		[小慢] カルニチンパルミトイルトランスフェラーゼI欠損症	CPT1欠損症
NANDO:2200510	[Shoman] Carnitine palmitoyltransferase II deficiency	CPT II deficiency	[小慢] カルニチンパルミトイルトランスフェラーゼII欠損症	CPT2欠損症
NANDO:2200511	[Shoman] Carnitine-acylcarnitine translocase deficiency	CACT deficiency	[小慢] カルニチン/アシルカルニチントランスロカーゼ欠損症	CACT欠損症
NANDO:2200512	[Shoman] Very-long-chain acyl-CoA dehydrogenase deficiency	VLCADD|VLCAD deficiency	[小慢] 極長鎖アシルCoA脱水素酵素欠損症	
NANDO:2200513	[Shoman] Medium-chain acyl-CoA dehydrogenase deficiency	MCAD deficiency	[小慢] 中鎖アシルCoA脱水素酵素欠損症	
NANDO:2200514	[Shoman] Short-chain acyl-CoA dehydrogenase deficiency	SCAD deficiency	[小慢] 短鎖アシルCoA脱水素酵素欠損症	
NANDO:2200515	[Shoman] Trifunctional protein deficiency	mitochondrial trifunctional protein deficiency|TFP deficiency	[小慢] 三頭酵素欠損症	
NANDO:2200516	[Shoman] 3-hydroxy acyl-CoA dehydrogenase deficiency	HADH deficiency	[小慢] 3-ヒドロキシアシルCoA脱水素酵素欠損症	
NANDO:2200517	[Shoman] Other disorders of fatty-acid metabolism		[小慢] 40から48までに掲げるもののほか、脂肪酸代謝異常症	
NANDO:2200518	[Shoman] Pyruvate dehydrogenase complex deficiency		[小慢] ピルビン酸脱水素酵素複合体欠損症	
NANDO:2200519	[Shoman] Pyruvate carboxylase deficiency		[小慢] ピルビン酸カルボキシラーゼ欠損症	
NANDO:2200520	[Shoman] Fumarase deficiency		[小慢] フマラーゼ欠損症	
NANDO:2200521	[Shoman] Succinyl-CoA ligase deficiency		[小慢] スクシニル-CoAリガーゼ欠損症	
NANDO:2200522	[Shoman] Mitochondrial respiratory chain disorders		[小慢] ミトコンドリア呼吸鎖複合体欠損症	
NANDO:2200523	[Shoman] Mitochondrial DNA depletion syndrome		[小慢] ミトコンドリアDNA枯渇症候群	
NANDO:2200524	[Shoman] Diseases due to mitochondrial DNA mutation		[小慢] ミトコンドリアDNA突然変異	
NANDO:2200525	[Shoman] Mitochondrial myopathy, encephalopathy, lactic acidosis, and stroke-like episodes)	MELAS	[小慢] MELAS	ミトコンドリア脳筋症・乳酸アシドーシス・脳卒中様発作症候群
NANDO:2200526	[Shoman] Myoclonus epilepsy associated with ragged-red fibers	MERRF|Myoclonic epilepsy associated with ragged-red fibers	[小慢] 赤色ぼろ線維・ミオクローヌスてんかん症候群	MERRF
NANDO:2200527	[Shoman] Leigh syndrome		[小慢] リー症候群	Leigh症候群
NANDO:2200528	[Shoman] Diseases due to mitochondrial DNA deletion		[小慢] ミトコンドリアDNA欠失	
NANDO:2200529	[Shoman] Kearns-Sayre syndrome		[小慢] カーンズ・セイヤー症候群	Kearns-Sayre症候群
NANDO:2200530	[Shoman] Other mitochondrial diseases		[小慢] 50から57までに掲げるもののほか、ミトコンドリア病	
NANDO:2200531	[Shoman] Hereditary fructose intolerance	HFI	[小慢] 遺伝性フルクトース不耐症	
NANDO:2200532	[Shoman] Galactose-1-phosphate uridyltransferase deficiency	Galactose-1-phosphate uridylyltransferase deficiency|Galactosemia type 1|GALT deficiency	[小慢] ガラクトース-1-リン酸ウリジルトランスフェラーゼ欠損症	
NANDO:2200533	[Shoman] Galactokinase deficiency		[小慢] ガラクトキナーゼ欠損症	
NANDO:2200534	[Shoman] UDP-galactose-4-epimerase deficiency		[小慢] ウリジル二リン酸ガラクトース-4-エピメラーゼ欠損症	
NANDO:2200535	[Shoman] Fructose-1,6-bisphosphatase deficiency		[小慢] フルクトース-1,6-ビスホスファターゼ欠損症	
NANDO:2200536	[Shoman] Phosphoenolpyruvate carboxykinase deficiency		[小慢] ホスホエノールピルビン酸カルボキシキナーゼ欠損症	
NANDO:2200537	[Shoman] Glycogen synthase deficiency	Glycogen storage disease type 0|GSD0	[小慢] グリコーゲン合成酵素欠損症	糖原病0型
NANDO:2200538	[Shoman] Glycogen storage disease type I		[小慢] 糖原病I型	
NANDO:2200539	[Shoman] Glycogen storage disease type III	Cori disease	[小慢] 糖原病III型	Cori病|コーリー病
NANDO:2200540	[Shoman] Glycogen storage disease type IV	Andersen disease	[小慢] 糖原病IV型	
NANDO:2200541	[Shoman] Glycogen storage disease type V	McArdle disease	[小慢] 糖原病V型	McArdle病|マッカードル病
NANDO:2200542	[Shoman] Glycogen storage disease type VI		[小慢] 糖原病VI型	ハース病
NANDO:2200543	[Shoman] Glycogen storage disease type VII	Tarui disease	[小慢] 糖原病VII型	
NANDO:2200544	[Shoman] Glycogen storage disease type IX		[小慢] 糖原病IX型	
NANDO:2200545	[Shoman] Glucose transporter 1 deficiency	GLUT-1 deficiency|GLUT-1 DS	[小慢] グルコーストランスポーター1欠損症	GLUT1欠損症
NANDO:2200546	[Shoman] Other disorders of carbohydrate metabolism		[小慢] 59から73までに掲げるもののほか、糖質代謝異常症	
NANDO:2200547	[Shoman] Mucopolysaccharidosis type I	MPS I	[小慢] ムコ多糖症I型	Hurler-Scheie症候群
NANDO:2200548	[Shoman] Mucopolysaccharidosis type II	MPS II|Hunter syndrome	[小慢] ムコ多糖症II型	Hunter症候群
NANDO:2200549	[Shoman] Mucopolysaccharidosis type III	MPS III|Sanfilippo syndrome	[小慢] ムコ多糖症III型	Sanfilippo症候群
NANDO:2200550	[Shoman] Mucopolysaccharidosis type IV	MPS IV|Morquio disease	[小慢] ムコ多糖症IV型	Morquio症候群
NANDO:2200551	[Shoman] Mucopolysaccharidosis type VI	MPS VI|Maroteaux-Lamy syndrome|Maroteaux-Lamy disease	[小慢] ムコ多糖症VI型	Maroteaux-Lamy症候群|マロトー・ラミー症候群|マロトー・ラミー病
NANDO:2200552	[Shoman] Mucopolysaccharidosis type VII	MPS VII|Sly disease	[小慢] ムコ多糖症VII型	Sly病
NANDO:2200553	[Shoman] Fucosidosis		[小慢] フコシドーシス	
NANDO:2200554	[Shoman] Mannosidosis		[小慢] マンノシドーシス	
NANDO:2200555	[Shoman] Aspartylglucosaminuria		[小慢] アスパルチルグルコサミン尿症	
NANDO:2200556	[Shoman] Sialidosis		[小慢] シアリドーシス	
NANDO:2200557	[Shoman] Galactosialidosis		[小慢] ガラクトシアリドーシス	
NANDO:2200558	[Shoman] GM1 Gangliosidosis	Beta-galactosidase-1 deficiency	[小慢] GM1ガングリオシドーシス	
NANDO:2200559	[Shoman] GM2 gangliosidosis		[小慢] GM2ガングリオシドーシス	
NANDO:2200560	[Shoman] Metachromatic leukodystrophy	MLD	[小慢] 異染性白質ジストロフィー	
NANDO:2200561	[Shoman] Niemann-Pick disease	NPD	[小慢] ニーマン・ピック病	Niemann-Pick病
